,title,description,date,link
157,"20 augusti 01:59, Misshandel, Ystad","Man gripen efter lägenhetsbråk, centrum.","Thu, 20 Aug 2020 07:13:51 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0159-misshandel-ystad/
158,"20 augusti 02:48, Utlänningslagen, Malmö","Misstänkt människosmuggling, Lernacken.","Thu, 20 Aug 2020 07:13:01 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0248-utlanningslagen-malmo/
159,"20 augusti 03:06, Rattfylleri, Mönsterås","Misstänkt drograttfylleri, centrum.","Thu, 20 Aug 2020 07:12:22 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0306-rattfylleri-monsteras/
160,"20 augusti 04:06, Inbrott, Borgholm","Inbrott på camping, Ekerum.","Thu, 20 Aug 2020 07:11:41 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0406-inbrott-borgholm/
161,"20 augusti 05:11, Trafikolycka, vilt, Hultsfred","Personbil i kollision med älg, Mörlunda.","Thu, 20 Aug 2020 07:11:11 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0511-trafikolycka-vilt-hultsfred/
162,"19 augusti 23:16, Inbrott, Årjäng",Det har varit ett inbrott på en golfklubb i Sillerud.,"Thu, 20 Aug 2020 07:07:19 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2316-inbrott-arjang/
163,"20 augusti 07:00, Sammanfattning natt, Västerbottens län",Ett urval av nattens polisverksamhet.,"Thu, 20 Aug 2020 07:00:25 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0700-sammanfattning-natt-vasterbottens-lan/
164,"20 augusti 06:00, Sammanfattning natt, Hallands län",Dagens presstalesman är Thomas Fuxborg och till kvällen kommer Peter Adlersson.,"Thu, 20 Aug 2020 06:55:12 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0600-sammanfattning-natt-hallands-lan/
165,"20 augusti 06:51, Sammanfattning natt, Jönköpings län",En sammanfattning av nattens händelser.,"Thu, 20 Aug 2020 06:54:02 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0651-sammanfattning-natt-jonkopings-lan/
166,"20 augusti 06:50, Sammanfattning natt, Östergötlands län",En sammanfattning av nattens händelser.,"Thu, 20 Aug 2020 06:51:25 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0650-sammanfattning-natt-ostergotlands-lan/
167,"20 augusti 06:48, Sammanfattning natt, Södermanlands län",En sammanfattning av nattens händelser.,"Thu, 20 Aug 2020 06:50:17 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0648-sammanfattning-natt-sodermanlands-lan/
168,"20 augusti 06:00, Sammanfattning natt, Västra Götalands län",Dagens presstalesman är Thomas Fuxborg och till kvällen kommer Peter Adlersson.,"Thu, 20 Aug 2020 06:50:04 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0600-sammanfattning-natt-vastra-gotalands-lan/
169,"20 augusti 06:02, Brand, Umeå",01.28 larmas räddningstjänst och polis till Centralskolan i Hörnefors med anledning av en brand.,"Thu, 20 Aug 2020 06:03:54 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/20/20-augusti-0602-brand-umea/
170,"19 augusti 19:20, Mord/dråp, försök, Halmstad",En man är gripen misstänkt för försök till mord i samband med ett bråk i centrala Halmstad.,"Wed, 19 Aug 2020 22:39:45 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1920-morddrap-forsok-halmstad/
171,"19 augusti 22:03, Rattfylleri, Norrtälje",Misstänkt rattfylleri då fordonsförare i Hallstavik stoppades.,"Wed, 19 Aug 2020 22:21:09 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2203-rattfylleri-norrtalje/
172,"19 augusti 21:54, Övrigt, Jönköpings län",Information om polisens pressnummer.,"Wed, 19 Aug 2020 21:54:48 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2154-ovrigt-jonkopings-lan/
173,"19 augusti 21:54, Övrigt, Östergötlands län",Information om polisens pressnummer.,"Wed, 19 Aug 2020 21:54:34 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2154-ovrigt-ostergotlands-lan/
174,"19 augusti 21:54, Övrigt, Södermanlands län",Information om polisens pressnummer.,"Wed, 19 Aug 2020 21:54:20 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2154-ovrigt-sodermanlands-lan/
175,"Uppdaterad 19 augusti 21:54: 19 augusti 21:27, Brand, Jönköping",Larm om brand i flerfamiljshus.,"Wed, 19 Aug 2020 21:54:02 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2127-brand-jonkoping/
176,"19 augusti 20:32, Våld/hot mot tjänsteman, Västerås",En berusad man gör motstånd när han ska kontrolleras.,"Wed, 19 Aug 2020 21:50:36 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2032-valdhot-mot-tjansteman-vasteras/
177,"19 augusti 19:47, Trafikkontroll, Sorsele","E45 Buresjön, resultat efter hastighetskontroll","Wed, 19 Aug 2020 21:43:27 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1947-trafikkontroll-sorsele/
178,"19 augusti 21:33, Olaga hot, Norrköping",Man i 30-årsåldern misstänks för olaga hot.,"Wed, 19 Aug 2020 21:37:28 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2133-olaga-hot-norrkoping/
179,"19 augusti 21:30, Trafikkontroll, Norrbottens län","Norrbotten, en summering av trafikkontroller under eftermiddag och kväll","Wed, 19 Aug 2020 21:34:03 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2130-trafikkontroll-norrbottens-lan/
180,"19 augusti 20:32, Ofredande/förargelse, Stockholm",Samtal om man i Mälarhöjden som kastade flaskor och tegelstenar.,"Wed, 19 Aug 2020 21:28:42 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2032-ofredandeforargelse-stockholm/
181,"19 augusti 18:46, Stöld/inbrott, Lycksele","Norräng, inbrott i villa på Skrittvägen","Wed, 19 Aug 2020 21:26:28 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1846-stoldinbrott-lycksele/
182,"19 augusti 21:24, Misshandel, Nyköping",En gripen efter larm om bråk i bostad.,"Wed, 19 Aug 2020 21:24:47 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2124-misshandel-nykoping/
183,"19 augusti 21:00, Stöld/inbrott, Malå","Malå, flera inbrott i bostäder","Wed, 19 Aug 2020 21:21:13 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-2100-stoldinbrott-mala/
184,"Uppdaterad 19 augusti 21:17: 19 augusti 19:25, Brand, Säffle",Brand i flerfamiljshus i Säffle.,"Wed, 19 Aug 2020 21:17:06 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1925-brand-saffle/
185,"19 augusti 18:23, Rattfylleri, Lindesberg",En kvinna i 50-årsåldern misstänkt för rattfylleri efter att ha kört i diket utefter Rv50 i Guldsmedshyttan.,"Wed, 19 Aug 2020 21:15:18 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1823-rattfylleri-lindesberg/
186,"19 augusti 18:01, Rån väpnat, Göteborg",En man har blivit rånad på sin cykel och mobil. Två gärningspersoner ska ha knuffat omkull mannen och viftat med ett pistolliknande föremål.,"Wed, 19 Aug 2020 21:03:19 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1801-ran-vapnat-goteborg/
187,"Uppdaterad 19 augusti 21:01: 19 augusti 19:21, Misshandel, Norrköping",Larm om misshandel i området Haga.,"Wed, 19 Aug 2020 21:01:38 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1921-misshandel-norrkoping/
188,"19 augusti 14:52, Stöld/inbrott, Älvkarleby",Villainbrott i Älvkarleby.,"Wed, 19 Aug 2020 20:30:27 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1452-stoldinbrott-alvkarleby/
189,"19 augusti 19:39, Trafikolycka, Lund","Två personbilar i olycka, E22.","Wed, 19 Aug 2020 20:21:19 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1939-trafikolycka-lund/
190,"19 augusti 18:24, Rattfylleri, Enköping",En onykter man kastar mat omkring sig och tar sedan bilen.,"Wed, 19 Aug 2020 20:15:04 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1824-rattfylleri-enkoping/
191,"Uppdaterad 19 augusti 20:09: 19 augusti 19:55, Brand, Vetlanda",Brand i byggnad.,"Wed, 19 Aug 2020 20:09:19 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1955-brand-vetlanda/
192,"Uppdaterad 19 augusti 20:07: 19 augusti 19:29, Trafikolycka, Jönköping",Bil i diket efter vattenplaning.,"Wed, 19 Aug 2020 20:07:36 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1929-trafikolycka-jonkoping/
193,"19 augusti 18:59, Rån, Botkyrka",Man i Alby rånades på halskedja av två gärningsmän på cyklar.,"Wed, 19 Aug 2020 20:03:08 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1859-ran-botkyrka/
194,"19 augusti 19:01, Trafikbrott, Falun",Grovt rattfylleri i Enviken norr om Falun.,"Wed, 19 Aug 2020 20:00:39 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1901-trafikbrott-falun/
195,"Uppdaterad 19 augusti 19:57: 19 augusti 18:43, Övrigt, Malmö",Polisen flyger med UAS.,"Wed, 19 Aug 2020 19:57:00 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1843-ovrigt-malmo/
196,"19 augusti 18:27, Fylleri/LOB, Östersund","Centrum, polis kontaktas gällande högljudd man","Wed, 19 Aug 2020 19:54:08 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1827-fyllerilob-ostersund/
197,"19 augusti 17:42, Bråk, Ragunda","Hammarstrand, polis kontaktas med anledning av bråk","Wed, 19 Aug 2020 19:52:05 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1742-brak-ragunda/
198,"19 augusti 16:54, Olaga hot, Luleå","Luleå, två män misstänks för olaga hot och hemfridsbrott","Wed, 19 Aug 2020 19:33:51 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1654-olaga-hot-lulea/
199,"19 augusti 17:47, Fylleri/LOB, Umeå","Ålidhem, polis kontaktas med anledning av påverkad man som knackar på dörrar","Wed, 19 Aug 2020 18:56:38 +0200",https://polisen.se/aktuellt/handelser/2020/augusti/19/19-augusti-1747-fyllerilob-umea/
